Player,Salary,Year
Stephen Curry,45780966,2022
James Harden,44310840,2022
John Wall,44310840,2022
Russell Westbrook,44211146,2022
Kevin Durant,42018900,2022
LeBron James,41180544,2022
Paul George,39344970,2022
Damian Lillard,39344900,2022
Giannis Antetokounmpo,39344900,2022
Kawhi Leonard,39344900,2022
Klay Thompson,37980720,2022
Jimmy Butler,36016200,2022
Tobias Harris,35995950,2022
Khris Middleton,35500000,2022
Anthony Davis,35361360,2022
Rudy Gobert,35344828,2022
Kyrie Irving,35328700,2022
Kemba Walker,34967442,2022
Bradley Beal,33724200,2022
Pascal Siakam,33003936,2022
Ben Simmons,33003936,2022
Blake Griffin,32405817,2022
Kristaps Porzingis,31650600,2022
Devin Booker,31650600,2022
Karl-Anthony Towns,31650600,2022
Joel Embiid,31579390,2022
Andrew Wiggins,31579390,2022
Kevin Love,31258256,2022
Jrue Holiday,31171333,2022
Nikola Jokic,31044906,2022
CJ McCollum,30864198,2022
Chris Paul,30800000,2022
D'Angelo Russell,30013500,2022
Gordon Hayward,29925000,2022
Brandon Ingram,29467800,2022
Jamal Murray,29467800,2022
Donovan Mitchell,28103500,2022
De'Aaron Fox,28103500,2022
Bam Adebayo,28103500,2022
Jayson Tatum,28103500,2022
Al Horford,27000000,2022
Kyle Lowry,26984128,2022
Jaylen Brown,26758928,2022
DeMar DeRozan,26000000,2022
Draymond Green,24026712,2022
Nikola Vucevic,24000000,2022
Buddy Hield,23073234,2022
John Collins,23000000,2022
Malcolm Brogdon,21700000,2022
Tim Hardaway Jr,21306816,2022
Mike Conley,21000000,2022
Gary Harris,20932143,2022
Danilo Gallinari,20475000,2022
Harrison Barnes,20284091,2022
Jerami Grant,20002500,2022
Jarrett Allen,20000000,2022
Julius Randle,19800000,2022
Fred VanVleet,19675926,2022
Zach LaVine,19500000,2022
Goran Dragic,19348907,2022
Spencer Dinwiddie,19314284,2022
Bojan Bogdanovic,18700000,2022
Lonzo Ball,18604651,2022
Domantas Sabonis,18500000,2022
Eric Gordon,18218818,2022
Eric Bledsoe,18125000,2022
Myles Turner,18000000,2022
Bogdan Bogdanovic,18000000,2022
