Rk,Player,Age,Team,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards,Player-additional,Year
11,Kobe Bryant,33,LAL,SG,58,58,2232,21.9,0.527,0.215,0.338,3.5,11.8,7.8,23.7,1.6,0.6,11.7,35.7,4.2,2.0,6.2,0.132,4.2,-0.9,3.3,2.9,MVP-4ASNBA1,bryanko01,2012
12,Wesley Matthews,25,POR,SG,66,53,2228,14.1,0.539,0.442,0.224,2.9,9.0,5.9,8.3,2.3,0.5,8.0,18.7,3.4,1.4,4.8,0.104,0.3,0.1,0.3,1.3,,matthwe02,2012
13,Andre Iguodala,28,PHI,SF,62,62,2209,17.6,0.537,0.305,0.31,2.8,16.4,9.6,23.7,2.6,1.0,13.8,17.7,3.1,4.2,7.3,0.158,1.5,2.5,4.0,3.3,DPOY-7AS,iguodan01,2012
14,DeMar DeRozan,22,TOR,SG,63,63,2206,12.8,0.503,0.102,0.367,2.1,9.0,5.6,10.8,1.2,0.6,10.5,25.0,1.1,1.4,2.5,0.054,-1.4,-1.3,-2.7,-0.4,,derozde01,2012
15,Jrue Holiday,21,PHI,PG,65,65,2196,14.7,0.496,0.205,0.144,2.9,7.9,5.4,21.6,2.5,0.6,13.2,21.8,0.9,3.3,4.2,0.092,-0.5,0.9,0.4,1.3,,holidjr01,2012
16,Jeff Teague,23,ATL,PG,66,66,2183,15.8,0.551,0.222,0.275,1.1,7.4,4.3,24.3,2.6,1.3,15.1,19.1,3.0,3.0,6.0,0.131,0.0,1.3,1.3,1.8,,teaguje01,2012
17,Chris Paul,26,LAC,PG,60,60,2181,27.0,0.581,0.239,0.339,2.3,9.4,5.8,43.8,3.8,0.2,10.8,24.3,10.4,2.3,12.7,0.278,6.7,2.4,9.2,6.1,MVP-3DPOY-12ASNBA1,paulch01,2012
18,Mike Conley,24,MEM,PG,62,61,2174,16.8,0.523,0.232,0.231,1.2,7.4,4.2,29.8,3.3,0.4,14.2,18.3,3.6,2.8,6.4,0.141,1.0,1.4,2.4,2.4,DPOY-14,conlemi01,2012
19,Tyreke Evans,22,SAC,SG,63,61,2162,16.4,0.512,0.11,0.287,3.1,12.0,7.3,22.1,2.0,1.0,14.4,23.8,2.0,0.6,2.7,0.059,0.3,-0.9,-0.6,0.8,,evansty01,2012
20,Kris Humphries,26,NJN,PF,62,62,2162,17.9,0.539,0.0,0.414,12.2,24.8,18.3,7.4,1.2,2.6,13.0,19.3,3.6,1.7,5.3,0.118,0.2,-1.2,-0.9,0.6,,humphkr01,2012
21,Antawn Jamison,35,CLE,PF,65,65,2151,16.1,0.481,0.256,0.26,6.3,15.7,10.8,11.9,1.2,1.5,7.2,26.2,2.1,1.0,3.1,0.07,1.4,-1.6,-0.3,0.9,,jamisan01,2012
22,Kevin Love,23,MIN,PF,55,55,2145,25.4,0.568,0.266,0.434,11.6,26.4,19.0,10.0,1.1,0.9,9.2,28.8,7.6,2.3,10.0,0.223,6.1,-0.9,5.2,3.9,MVP-6ASNBA2,loveke01,2012
23,Brandon Knight,20,DET,PG,66,60,2129,11.7,0.511,0.359,0.178,1.8,10.3,5.9,20.8,1.2,0.4,17.1,21.7,0.3,1.0,1.3,0.029,-0.9,-1.7,-2.6,-0.3,ROY-8,knighbr03,2012
24,Luol Deng,26,CHI,SF,54,54,2129,14.1,0.5,0.285,0.219,4.1,14.0,9.2,11.7,1.4,1.2,10.4,19.8,2.3,3.6,5.8,0.132,0.6,1.1,1.7,2.0,DPOY-9AS,denglu01,2012
25,Joe Johnson,30,ATL,SG,60,60,2127,18.4,0.557,0.346,0.2,2.9,9.2,6.1,19.7,1.2,0.5,10.3,24.9,4.4,2.1,6.4,0.145,3.1,-1.0,2.1,2.2,MVP-15AS,johnsjo02,2012
26,Ty Lawson,24,DEN,PG,61,61,2124,19.4,0.579,0.261,0.282,3.1,9.2,6.2,30.2,2.0,0.2,14.7,21.2,5.7,1.2,6.9,0.157,3.6,-0.4,3.2,2.8,,lawsoty01,2012
27,David Lee,28,GSW,PF,57,57,2121,19.7,0.549,0.005,0.304,9.2,19.9,14.6,13.6,1.3,0.8,12.5,26.0,3.8,1.2,5.0,0.113,1.2,-1.6,-0.3,0.9,,leeda02,2012
28,Monta Ellis,26,2TM,SG,58,58,2120,17.5,0.509,0.193,0.264,1.1,9.6,5.3,28.6,2.1,0.6,13.2,28.7,1.6,0.9,2.6,0.059,1.0,-1.3,-0.3,0.9,,ellismo01,2012
29,Monta Ellis,26,GSW,SG,37,37,1365,18.6,0.516,0.222,0.264,1.3,9.2,5.3,29.3,2.1,0.7,13.5,30.7,1.2,0.4,1.5,0.054,2.0,-1.5,0.6,0.9,,ellismo01,2012
30,Monta Ellis,26,MIL,SG,21,21,755,15.4,0.493,0.134,0.265,0.6,10.4,5.3,27.3,2.0,0.6,12.6,25.0,0.5,0.6,1.1,0.067,-0.8,-1.1,-1.9,0.0,,ellismo01,2012
31,Marcin Gortat,27,PHO,C,66,66,2114,21.2,0.578,0.003,0.326,10.0,25.0,17.6,4.8,1.2,3.4,9.3,20.8,4.9,2.7,7.6,0.172,2.2,0.0,2.2,2.3,,gortama01,2012
32,Andrew Bynum,24,LAL,C,60,60,2112,22.9,0.594,0.006,0.425,10.6,26.1,18.7,7.4,0.7,4.0,13.9,23.8,4.8,3.3,8.0,0.183,2.7,0.2,2.9,2.6,ASNBA2,bynuman01,2012
33,Paul Millsap,26,UTA,PF,64,62,2100,21.8,0.545,0.036,0.296,9.7,21.2,15.4,12.4,2.9,2.0,10.3,23.2,4.9,2.9,7.8,0.179,2.6,1.3,3.9,3.1,,millspa01,2012
34,Tayshaun Prince,31,DET,SF,63,63,2087,12.8,0.47,0.13,0.144,4.0,12.4,8.0,13.2,0.7,1.2,8.0,20.4,1.2,0.9,2.1,0.048,0.0,-1.5,-1.5,0.3,,princta01,2012
35,Arron Afflalo,26,DEN,SG,62,62,2086,14.7,0.584,0.316,0.353,2.3,8.5,5.5,11.1,0.9,0.5,9.5,19.1,4.7,0.6,5.3,0.121,1.4,-1.2,0.1,1.1,,afflaar01,2012
36,Greg Monroe,21,DET,C,66,66,2082,22.0,0.563,0.001,0.348,13.3,23.6,18.3,14.0,2.1,1.7,15.2,23.6,4.3,2.7,7.0,0.161,2.8,0.1,2.9,2.6,DPOY-18,monrogr01,2012
37,Dirk Nowitzki,33,DAL,PF,62,62,2079,21.7,0.564,0.205,0.343,2.5,19.9,11.3,12.6,1.1,1.2,9.0,29.2,5.0,2.6,7.6,0.175,3.7,0.1,3.7,3.0,MVP-12ASNBA3,nowitdi01,2012
38,Gerald Wallace,29,2TM,SF,58,58,2076,15.9,0.547,0.237,0.356,4.8,17.2,10.8,13.2,2.2,1.3,13.2,18.6,3.0,1.8,4.8,0.112,0.4,0.7,1.0,1.6,,wallage01,2012
39,Gerald Wallace,29,POR,SF,42,42,1503,15.5,0.556,0.228,0.374,4.8,17.0,10.7,12.4,2.2,1.3,14.4,17.8,2.0,1.4,3.5,0.111,0.1,0.9,0.9,1.1,,wallage01,2012
40,Gerald Wallace,29,NJN,SF,16,16,573,17.2,0.528,0.257,0.317,4.7,17.7,11.0,15.1,2.1,1.5,10.5,20.5,1.0,0.4,1.4,0.113,1.2,0.1,1.3,0.5,,wallage01,2012
41,Al Jefferson,27,UTA,C,61,61,2075,22.8,0.52,0.004,0.169,7.3,25.3,16.2,12.1,1.2,3.9,5.2,25.7,4.9,2.5,7.5,0.173,3.5,0.2,3.7,3.0,,jeffeal01,2012
42,Paul Pierce,34,BOS,SF,61,61,2075,19.6,0.567,0.307,0.387,2.2,15.2,9.0,24.3,1.8,1.0,14.2,28.1,3.3,3.7,7.0,0.161,3.0,1.1,4.2,3.2,AS,piercpa01,2012
43,Dwight Howard,26,ORL,C,54,54,2070,24.2,0.569,0.01,0.788,11.0,33.1,21.9,9.8,2.1,4.4,15.2,26.1,3.3,4.4,7.7,0.179,2.2,2.0,4.3,3.3,MVP-7DPOY-3ASNBA1,howardw01,2012
44,Luis Scola,31,HOU,PF,66,66,2067,15.4,0.526,0.003,0.223,6.8,17.3,12.0,12.0,0.9,0.9,13.6,24.8,1.8,1.6,3.4,0.08,-1.0,-0.9,-1.9,0.0,,scolalu01,2012
45,Danny Granger,28,IND,SF,62,62,2062,18.6,0.542,0.343,0.309,4.3,12.3,8.4,9.7,1.6,1.5,9.3,25.9,4.5,2.2,6.7,0.155,3.5,-0.6,2.9,2.5,,grangda01,2012
46,Tyson Chandler,29,NYK,C,62,62,2061,18.7,0.708,0.006,0.887,11.8,22.7,17.2,4.3,1.4,3.4,17.1,13.0,5.8,3.6,9.5,0.22,1.2,1.1,2.3,2.2,DPOY-1NBA3,chandty01,2012
47,Jared Dudley,26,PHO,SG,65,60,2020,15.4,0.575,0.325,0.255,5.4,11.4,8.4,8.8,1.3,0.7,9.1,17.7,4.0,1.1,5.1,0.121,1.6,-0.4,1.2,1.7,,dudleja01,2012
48,Gordon Hayward,21,UTA,SF,66,58,2015,15.5,0.568,0.271,0.396,3.3,9.9,6.6,15.9,1.4,1.6,13.7,17.8,3.8,1.0,4.9,0.116,1.7,-0.1,1.5,1.8,,haywago01,2012
49,Chris Bosh,27,MIA,PF,57,57,2007,18.9,0.551,0.043,0.346,5.8,20.5,13.5,9.1,1.3,1.8,11.2,24.2,3.6,3.3,6.9,0.165,1.0,-0.2,0.8,1.4,AS,boshch01,2012
50,Jason Terry,34,DAL,SG,63,1,2000,15.7,0.54,0.44,0.134,0.9,7.4,4.2,19.9,1.9,0.4,12.6,23.3,2.0,1.8,3.8,0.092,1.7,-0.3,1.4,1.7,6MOY-3,terryja01,2012
51,Deron Williams,27,NJN,PG,55,55,1999,20.3,0.527,0.356,0.317,1.3,9.6,5.3,46.6,1.8,0.8,16.7,30.1,3.7,0.4,4.1,0.099,4.2,-1.9,2.3,2.2,AS,willide01,2012
52,LaMarcus Aldridge,26,POR,PF,55,55,1994,22.7,0.56,0.012,0.291,8.6,17.5,12.9,13.2,1.3,1.7,9.5,27.0,5.4,1.6,7.0,0.169,3.4,-0.4,3.0,2.5,AS,aldrila01,2012
53,Marco Belinelli,25,NOH,SG,66,55,1966,11.9,0.525,0.414,0.188,1.2,9.1,5.2,8.9,1.3,0.2,8.5,19.5,1.9,1.0,2.9,0.071,-0.4,-0.8,-1.2,0.4,,belinma01,2012
54,Ryan Anderson,23,ORL,PF,61,61,1964,21.2,0.589,0.557,0.226,13.0,14.7,13.8,5.1,1.4,1.0,6.4,21.2,7.0,1.9,8.9,0.219,5.2,-1.1,4.0,3.0,MIP-1,anderry01,2012
55,Steve Nash,37,PHO,PG,62,62,1961,20.3,0.625,0.254,0.256,1.5,9.1,5.3,53.1,1.0,0.3,27.1,19.6,5.2,0.6,5.9,0.144,4.7,-1.2,3.4,2.7,MVP-9AS,nashst01,2012
56,Paul George,21,IND,SG,66,66,1958,16.5,0.555,0.366,0.285,3.2,17.9,10.6,13.6,2.9,1.5,14.0,19.3,2.8,3.2,6.0,0.148,1.4,2.1,3.4,2.7,,georgpa01,2012
57,Rajon Rondo,25,BOS,PG,53,53,1957,17.5,0.483,0.073,0.316,3.9,11.2,7.7,52.5,2.6,0.1,22.8,20.7,1.5,3.4,4.9,0.121,1.5,0.6,2.2,2.1,MVP-8ASNBA3,rondora01,2012
58,DeMarcus Cousins,21,SAC,C,64,62,1950,21.7,0.499,0.014,0.373,14.2,25.9,19.8,9.5,2.4,2.8,12.8,29.7,2.1,2.2,4.2,0.104,0.4,-1.3,-0.8,0.6,,couside01,2012
59,Carlos Boozer,30,CHI,PF,66,66,1948,19.7,0.549,0.001,0.163,6.7,25.3,16.1,11.8,1.7,0.9,11.3,23.8,3.3,4.3,7.6,0.187,1.1,1.6,2.7,2.3,,boozeca01,2012
60,James Harden,22,OKC,SG,62,2,1946,21.1,0.66,0.464,0.587,1.9,12.2,7.4,19.3,1.6,0.6,14.8,21.6,7.5,1.8,9.3,0.23,4.1,0.2,4.3,3.1,6MOY-1,hardeja01,2012
61,Joakim Noah,26,CHI,C,64,64,1945,19.6,0.561,0.002,0.42,14.1,21.8,18.0,12.7,1.1,3.4,13.7,15.8,4.9,4.2,9.0,0.223,1.7,2.1,3.8,2.8,DPOY-11,noahjo01,2012
62,Roy Hibbert,25,IND,C,65,65,1937,19.3,0.539,0.001,0.358,12.5,20.7,16.6,9.9,0.9,5.2,14.2,21.1,3.2,3.0,6.2,0.154,1.0,0.4,1.4,1.7,AS,hibbero01,2012
63,David West,31,IND,PF,66,66,1925,17.8,0.531,0.013,0.246,6.9,18.3,12.6,13.1,1.4,1.9,10.5,20.9,3.4,2.5,5.9,0.147,1.4,0.4,1.8,1.8,,westda01,2012
64,Tony Parker,29,SAS,PG,60,60,1923,22.0,0.539,0.069,0.319,1.3,8.7,5.1,40.3,1.5,0.2,13.1,27.7,5.5,1.6,7.1,0.177,3.6,-0.9,2.7,2.3,MVP-5ASNBA2,parketo01,2012
65,Shawn Marion,33,DAL,SF,63,63,1919,15.0,0.488,0.105,0.144,8.6,18.6,13.6,11.5,1.8,1.5,12.5,19.0,1.0,2.7,3.7,0.092,-0.2,0.6,0.5,1.2,DPOY-8,mariosh01,2012
66,Raymond Felton,27,POR,PG,60,56,1906,13.4,0.491,0.316,0.193,1.6,7.6,4.6,33.3,2.2,0.4,19.6,20.8,0.7,1.0,1.7,0.042,-0.3,-1.2,-1.5,0.2,,feltora01,2012
67,Landry Fields,23,NYK,SG,66,62,1894,12.0,0.506,0.236,0.267,3.6,13.5,8.5,14.5,2.1,0.7,15.1,16.0,0.8,2.6,3.4,0.085,-1.1,1.1,0.0,1.0,,fieldla01,2012
68,Darren Collison,24,IND,PG,60,56,1878,13.6,0.526,0.18,0.293,1.8,9.3,5.6,24.9,1.4,0.6,16.2,17.0,2.3,1.5,3.8,0.098,0.3,-0.5,-0.2,0.9,,collida01,2012
69,Carmelo Anthony,27,NYK,SF,55,55,1876,21.1,0.525,0.198,0.358,5.4,15.9,10.6,21.0,1.7,1.0,10.8,31.8,3.7,2.6,6.2,0.16,3.8,-0.2,3.6,2.7,ASNBA3,anthoca01,2012
70,Caron Butler,31,LAC,SF,63,63,1871,11.7,0.501,0.365,0.152,2.8,12.0,7.3,6.8,1.5,0.4,9.3,20.4,1.2,1.1,2.3,0.059,-0.8,-1.2,-2.0,0.0,,butleca01,2012
71,Brandon Bass,26,BOS,PF,59,39,1868,14.1,0.524,0.0,0.258,6.3,16.3,11.5,5.1,1.0,2.2,8.5,19.8,1.5,3.2,4.7,0.122,-1.3,0.3,-1.0,0.5,,bassbr01,2012
72,Kevin Garnett,35,BOS,C,60,60,1864,20.4,0.55,0.012,0.243,4.4,25.8,15.6,17.9,1.6,2.5,11.1,24.9,2.6,4.3,6.9,0.178,1.8,2.5,4.3,2.9,DPOY-5,garneke01,2012
73,Gerald Henderson,24,CHA,SG,55,55,1831,14.0,0.511,0.065,0.282,3.9,10.5,7.0,13.5,1.4,0.8,11.0,23.0,0.8,0.2,1.0,0.026,-1.0,-1.7,-2.7,-0.3,,hendege02,2012
74,Alonzo Gee,24,CLE,SG,63,31,1827,13.2,0.516,0.249,0.385,6.1,14.3,10.0,10.6,2.4,0.7,15.0,18.7,1.2,1.2,2.4,0.063,-1.2,-0.2,-1.4,0.3,,geeal01,2012
75,Mario Chalmers,25,MIA,PG,64,64,1825,12.9,0.578,0.522,0.203,1.1,9.8,5.6,19.0,2.8,0.5,20.7,17.4,1.5,2.8,4.3,0.112,-0.8,1.2,0.4,1.1,,chalmma01,2012
76,Andre Miller,35,DEN,SG,66,7,1809,14.8,0.51,0.15,0.306,3.5,10.5,7.1,36.5,1.8,0.4,22.0,19.8,1.9,1.0,2.9,0.078,0.5,-0.9,-0.3,0.7,6MOY-18,millean02,2012
77,Chandler Parsons,23,HOU,SF,63,57,1804,13.3,0.513,0.324,0.142,5.7,13.6,9.6,11.7,2.1,1.2,12.2,16.7,1.6,1.8,3.4,0.09,0.1,0.7,0.8,1.3,ROY-9,parsoch01,2012
78,José Calderón,30,TOR,PG,53,53,1799,16.7,0.547,0.333,0.143,1.3,9.1,5.2,44.2,1.4,0.1,17.0,16.0,3.9,1.2,5.1,0.136,2.4,-0.7,1.7,1.7,,caldejo01,2012
79,DeAndre Jordan,23,LAC,C,66,66,1798,16.4,0.626,0.003,0.433,13.2,23.0,18.1,1.5,0.9,6.2,16.0,11.9,3.2,2.4,5.6,0.15,-0.4,0.4,0.1,0.9,,jordade01,2012
80,Serge Ibaka,22,OKC,PF,66,66,1792,19.0,0.556,0.006,0.241,13.2,18.2,15.9,2.5,1.0,9.8,12.7,15.7,3.0,3.2,6.2,0.167,0.1,2.3,2.3,1.9,DPOY-2,ibakase01,2012
81,Kemba Walker,21,CHA,PG,66,25,1792,14.9,0.464,0.295,0.278,1.9,13.5,7.5,30.2,1.8,0.8,12.1,25.2,-0.2,0.5,0.3,0.009,0.7,-1.4,-0.8,0.6,ROY-11,walkeke02,2012
82,Nicolas Batum,23,POR,SF,59,34,1791,17.3,0.575,0.427,0.248,5.2,12.6,8.8,7.9,1.7,2.6,11.2,20.5,3.3,1.4,4.8,0.127,2.6,0.0,2.5,2.0,,batumni01,2012
83,Marcus Thornton,24,SAC,SG,51,51,1780,17.4,0.544,0.386,0.203,4.9,6.7,5.8,9.4,2.0,0.5,8.8,23.4,3.7,0.1,3.8,0.103,2.4,-1.4,1.1,1.4,,thornma01,2012
84,O.J. Mayo,24,MEM,SG,66,0,1771,14.7,0.513,0.374,0.234,1.9,12.1,6.9,16.1,2.1,1.1,13.3,23.9,1.3,2.2,3.5,0.094,0.5,0.4,0.8,1.3,6MOY-7,mayooj01,2012
85,JJ Redick,27,ORL,SG,65,22,1765,15.1,0.575,0.459,0.269,1.2,8.8,4.9,16.2,0.8,0.3,9.4,19.2,4.2,1.0,5.2,0.142,1.6,-0.6,1.0,1.3,,redicjj01,2012
86,Al Harrington,31,DEN,PF,64,1,1761,15.3,0.535,0.392,0.228,4.9,20.4,12.9,8.2,1.7,0.5,11.6,24.4,1.6,1.6,3.2,0.088,0.5,-0.8,-0.4,0.7,6MOY-4,harrial01,2012
87,Courtney Lee,26,HOU,SG,58,26,1757,12.6,0.534,0.374,0.148,1.7,8.9,5.2,7.9,2.0,0.9,9.4,17.6,1.8,1.4,3.2,0.087,-0.4,0.3,0.0,0.9,,leeco01,2012
88,Thaddeus Young,23,PHI,PF,63,1,1755,18.9,0.538,0.006,0.21,8.6,12.0,10.3,7.3,2.0,1.8,6.8,21.5,3.4,2.9,6.3,0.171,1.4,0.6,2.0,1.8,6MOY-9,youngth01,2012
89,Jordan Crawford,23,WAS,SG,64,32,1753,14.5,0.488,0.313,0.233,2.8,8.1,5.4,19.3,1.7,0.2,12.8,28.1,0.3,0.7,1.1,0.029,0.4,-2.1,-1.7,0.1,,crawfjo02,2012
90,Goran Dragić,25,HOU,PG,66,28,1752,18.0,0.567,0.337,0.317,3.5,7.7,5.6,32.5,2.5,0.4,18.7,21.8,3.6,1.5,5.1,0.139,1.9,0.0,1.9,1.7,,dragigo01,2012
91,Luke Ridnour,30,MIN,SG,53,53,1750,13.6,0.53,0.276,0.216,1.2,7.8,4.5,24.0,1.6,0.7,13.7,17.8,2.4,0.9,3.3,0.09,-0.6,0.2,-0.5,0.7,,ridnolu01,2012
92,Richard Jefferson,31,2TM,SF,63,44,1748,11.1,0.55,0.551,0.174,1.7,12.4,7.2,7.3,1.1,0.8,8.7,15.1,1.9,1.2,3.1,0.085,-0.2,-0.3,-0.5,0.6,,jefferi01,2012
93,Richard Jefferson,31,SAS,SF,41,41,1168,10.9,0.556,0.596,0.157,1.8,12.0,7.0,6.7,1.1,0.7,8.6,14.6,1.4,1.0,2.4,0.1,0.0,0.2,0.2,0.6,,jefferi01,2012
94,Richard Jefferson,31,GSW,SF,22,3,580,11.6,0.54,0.467,0.207,1.6,13.3,7.4,8.6,1.1,0.9,8.9,16.1,0.6,0.1,0.7,0.056,-0.6,-1.5,-2.0,0.0,,jefferi01,2012
95,Kendrick Perkins,27,OKC,C,65,65,1744,8.7,0.528,0.0,0.427,8.4,18.8,13.9,6.4,0.7,3.0,27.5,11.1,0.0,2.1,2.0,0.056,-3.0,0.9,-2.1,0.0,,perkike01,2012
96,Devin Harris,28,UTA,PG,63,63,1741,16.0,0.564,0.393,0.386,0.8,6.7,3.7,28.3,1.9,0.6,16.1,19.5,3.3,0.8,4.2,0.115,1.6,-0.8,0.8,1.2,,harride01,2012
97,Elton Brand,32,PHI,C,60,60,1732,18.0,0.521,0.002,0.2,9.2,18.3,13.7,9.2,1.8,4.2,9.3,18.9,2.5,3.6,6.1,0.168,-0.2,1.8,1.6,1.6,,brandel01,2012
98,Nick Young,26,2TM,SG,62,35,1729,12.9,0.512,0.36,0.216,2.0,6.8,4.4,5.7,1.3,0.8,8.8,24.5,1.4,0.6,1.9,0.053,-0.3,-2.1,-2.4,-0.2,,youngni01,2012
99,Nick Young,26,WAS,SG,40,32,1211,14.2,0.513,0.333,0.22,1.8,7.2,4.5,6.8,1.3,0.7,8.3,26.1,1.1,0.4,1.5,0.059,0.6,-2.3,-1.7,0.1,,youngni01,2012
100,Nick Young,26,LAC,SG,22,3,518,9.9,0.509,0.44,0.202,2.5,5.8,4.1,3.1,1.5,1.0,10.2,20.9,0.2,0.2,0.4,0.04,-2.3,-1.8,-4.1,-0.3,,youngni01,2012
101,Metta World Peace,32,LAL,SF,64,45,1720,11.0,0.478,0.406,0.247,4.8,9.1,7.1,12.5,2.1,1.1,11.8,15.6,0.9,1.7,2.6,0.073,-1.6,1.0,-0.7,0.6,,artesro01,2012
102,Brandon Rush,26,GSW,SF,65,1,1717,15.2,0.628,0.467,0.175,2.2,14.4,8.3,7.9,1.1,2.6,11.9,15.4,2.9,0.6,3.5,0.099,2.1,-0.4,1.7,1.6,,rushbr01,2012
103,Evan Turner,23,PHI,SF,65,20,1713,12.6,0.478,0.083,0.183,1.7,22.8,12.2,16.9,1.2,0.9,14.1,20.3,-0.6,3.0,2.4,0.068,-2.2,1.0,-1.3,0.3,,turneev01,2012
104,Ramon Sessions,25,2TM,PG,64,23,1707,16.7,0.535,0.172,0.439,2.2,12.0,7.1,35.5,1.4,0.1,17.3,21.6,2.9,0.8,3.7,0.104,1.0,-1.4,-0.4,0.7,,sessira01,2012
105,Ramon Sessions,25,CLE,PG,41,4,1006,16.4,0.514,0.175,0.415,2.1,12.7,7.2,37.1,1.4,0.1,16.4,22.4,1.5,0.3,1.8,0.085,1.0,-1.6,-0.6,0.4,,sessira01,2012
106,Ramon Sessions,25,LAL,PG,23,19,701,17.3,0.57,0.166,0.479,2.3,11.1,6.9,33.1,1.3,0.2,18.8,20.5,1.4,0.5,1.9,0.131,1.0,-1.1,-0.1,0.3,,sessira01,2012
107,Greivis Vásquez,25,NOH,PG,66,26,1706,14.2,0.513,0.258,0.224,1.6,10.3,6.0,35.7,1.9,0.4,20.5,20.0,1.0,1.3,2.3,0.064,-0.2,-0.9,-1.1,0.4,,vasqugr01,2012
108,Jameer Nelson,29,ORL,PG,57,57,1706,14.6,0.524,0.381,0.145,1.9,10.4,6.1,34.0,1.2,0.2,17.3,21.4,2.3,1.2,3.5,0.099,0.8,-0.9,-0.1,0.8,,nelsoja01,2012
109,Iman Shumpert,21,NYK,PG,59,35,1705,10.8,0.484,0.294,0.204,2.8,9.9,6.3,15.6,3.1,0.4,16.0,18.2,-0.1,2.5,2.4,0.068,-3.0,1.6,-1.4,0.2,ROY-5DPOY-14,shumpim01,2012
110,Randy Foye,28,LAC,SG,65,48,1682,13.5,0.522,0.511,0.132,1.7,8.1,4.9,14.2,1.5,1.2,9.7,20.7,2.4,0.8,3.2,0.092,1.1,-0.9,0.2,0.9,,foyera01,2012
111,Lou Williams,25,PHI,PG,64,0,1682,20.2,0.525,0.293,0.373,2.0,8.3,5.1,22.4,1.7,0.8,7.2,27.4,3.9,2.2,6.1,0.174,3.7,0.2,4.0,2.5,6MOY-2,willilo02,2012
112,Channing Frye,28,PHO,PF,64,59,1669,14.9,0.519,0.429,0.134,4.8,20.6,12.8,8.3,1.3,3.0,8.8,19.3,1.8,1.9,3.7,0.106,0.2,0.7,0.9,1.2,,fryech01,2012
113,Jason Thompson,25,SAC,PF,64,47,1657,16.4,0.558,0.005,0.409,10.5,19.3,14.7,7.5,1.3,1.9,11.5,15.5,3.1,0.8,3.9,0.114,0.2,-1.1,-0.9,0.5,,thompja02,2012
114,Isaiah Thomas,22,SAC,PG,65,37,1656,17.6,0.574,0.384,0.324,3.0,8.4,5.6,25.6,1.6,0.4,13.9,19.8,4.2,0.0,4.3,0.124,2.4,-1.6,0.8,1.2,ROY-7,thomais02,2012
115,Ersan İlyasova,24,MIL,PF,60,41,1655,20.5,0.577,0.188,0.307,12.7,22.8,17.6,7.0,1.3,2.0,10.1,20.1,4.4,2.0,6.4,0.185,3.1,-1.1,1.9,1.6,,ilyaser01,2012
