Player,Salary,Year
Jason Collins,6100000,2008
Dwight Howard,6061274,2008
Marko Jaric,6050000,2008
Udonis Haslem,6050000,2008
Donyell Marshall,6016965,2008
Matt Harpring,6000000,2008
Shane Battier,5883600,2008
Brian Cardinal,5850000,2008
Greg Buckner,5830000,2008
Antonio Daniels,5800000,2008
Shareef Abdur-Rahim,5800000,2008
Earl Watson,5800000,2008
Jerome James,5800000,2008
Stromile Swift,5800000,2008
Joel Przybilla,5762575,2008
Dan Gadzuric,5751130,2008
Nick Collison,5750000,2008
Bobby Jackson,5670000,2008
Jared Jeffries,5632200,2008
Mike James,5632200,2008
Vladimir Radmanovic,5632200,2008
Tim Thomas,5632200,2008
Nazr Mohammed,5632200,2008
Leandro Barbosa,5600000,2008
Brent Barry,5544370,2008
Jeff Foster,5500000,2008
Matt Carroll,5450000,2008
Emeka Okafor,5427307,2008
Jason Kapono,5356000,2008
Mikki Moore,5356000,2008
Morris Peterson,5356000,2008
Anderson Varejao,5356000,2008
Tony Battie,5200000,2008
Joe Smith,5200000,2008
Brendan Haywood,5000000,2008
Desmond Mason,5000000,2008
Andrew Bogut,4991520,2008
Eduardo Najera,4952380,2008
Damon Stoudamire,4906438,2008
Ben Gordon,4881669,2008
Andrea Bargnani,4838880,2008
John Salmons,4752000,2008
Raja Bell,4750000,2008
Greg Oden,4662000,2008
Rafer Alston,4550000,2008
Alvin Williams,4516484,2008
Kendrick Perkins,4480912,2008
Marvin Williams,4466040,2008
Shaun Livingston,4404629,2008
Kyle Korver,4400000,2008
Anthony Parker,4350000,2008
Trenton Hassell,4350000,2008
LaMarcus Aldridge,4329360,2008
Reggie Evans,4320000,2008
Keith Van Horn,4300000,2008
Steve Blake,4250000,2008
Aleksandar Pavlovic,4250000,2008
Damon Jones,4172432,2008
Kevin Durant,4171200,2008
Bruce Bowen,4125000,2008
Carlos Arroyo,4100000,2008
Deron Williams,4010640,2008
Jorge Garbajosa,4000000,2008
Travis Outlaw,4000000,2008
Gordan Giricek,4000000,2008
Luke Walton,4000000,2008
Jamaal Magloire,4000000,2008
Zaza Pachulia,4000000,2008
Devin Harris,3995003,2008
Marcus Banks,3966207,2008
Darius Songaila,3942000,2008
Dan Dickau,3916706,2008
Adam Morrison,3887880,2008
Bob Sura,3840000,2008
Pat Garrity,3818750,2008
Al Horford,3745800,2008
Amir Johnson,3666666,2008
Josh Childress,3631449,2008
Robert Horry,3630000,2008
Chris Paul,3615960,2008
Fabricio Oberto,3600000,2008
Keyon Dooling,3596000,2008
Tyrus Thomas,3505320,2008
Tyronn Lue,3500000,2008
Brian Cook,3500000,2008
Mickael Pietrus,3470770,2008
Kevin Ollie,3441900,2008
Ira Newble,3441900,2008
Mike Conley,3377160,2008
Luol Deng,3320339,2008
Rasual Butler,3315000,2008
Fred Jones,3300000,2008
Raymond Felton,3274440,2008
Lorenzen Wright,3250000,2008
Steven Hunter,3248000,2008
Chris Duhon,3248000,2008
James Posey,3206000,2008
Shelden Williams,3174240,2008
Michael Doleac,3120000,2008
Charlie Bell,3100000,2008
Trevor Ariza,3100000,2008
Willie Green,3094000,2008
Jeff Green,3058200,2008
Francisco Elson,3000000,2008
Jake Voskuhl,3000000,2008
Matt Barnes,3000000,2008
Chucky Atkins,3000000,2008
Brian Scalabrine,3000000,2008
Martell Webster,2974080,2008
Luis Scola,2910000,2008
James Jones,2900000,2008
Damien Wilkins,2900000,2008
Eddie Griffin,2900000,2008
Brandon Roy,2883120,2008
Anthony Johnson,2860000,2008
Andre Iguodala,2804889,2008
Yi Jianlian,2777760,2008
Alonzo Mourning,2762500,2008
Primoz Brezec,2750000,2008
Charlie Villanueva,2715000,2008
Matt Bonner,2678000,2008
Andris Biedrins,2636696,2008
Randy Foye,2631840,2008
Robert Swift,2601113,2008
Sebastian Telfair,2562426,2008
Juan Dixon,2550000,2008
Corey Brewer,2535720,2008
Beno Udrih,2535445,2008
Kris Humphries,2522913,2008
Chris Mihm,2500000,2008
Bostjan Nachbar,2500000,2008
Channing Frye,2487240,2008
Didier Ilunga-Mbenga,2483569,2008
Al Jefferson,2480885,2008
Jose Calderon,2471604,2008
Andray Blatche,2470000,2008
Keith Bogans,2440000,2008
Mark Madsen,2420000,2008
Rudy Gay,2411160,2008
Othella Harrington,2376000,2008
Devean George,2369111,2008
Kirk Snyder,2358433,2008
Jarron Collins,2350000,2008
Jackie Butler,2350000,2008
Brandan Wright,2323080,2008
Jason Hart,2300000,2008
Ike Diogu,2286360,2008
Bonzi Wells,2284200,2008
Smush Parker,2250000,2008
Lindsey Hunter,2250000,2008
Josh Smith,2243543,2008
Patrick O'Bryant,2216400,2008
Andrew Bynum,2172000,2008
DeSagana Diop,2146000,2008
Joakim Noah,2135400,2008
JR Smith,2134067,2008
Saer Sene,2105520,2008
Dorell Wright,2040746,2008
Spencer Hawes,2028600,2008
JJ Redick,2000160,2008
Jameer Nelson,1961609,2008
Vassilis Spanoulis,1944000,2008
Walter Herrmann,1944000,2008
Viktor Khryapa,1928598,2008
Acie Law,1927080,2008
Hilton Armstrong,1900200,2008
Aaron Williams,1890000,2008
Ronald Murray,1890000,2008
Delonte West,1889760,2008
Nenad Krstic,1889760,2008
Carlos Delfino,1868141,2008
Tony Allen,1868141,2008
Sean May,1862160,2008
Thaddeus Young,1830720,2008
Maceo Baston,1830000,2008
Grant Hill,1830000,2008
Jannero Pargo,1830000,2008
Eddie Jones,1830000,2008
Kevin Martin,1808121,2008
Thabo Sefolosha,1805160,2008
Kosta Perovic,1800000,2008
Rashad McCants,1769160,2008
Sasha Vujacic,1756951,2008
Chuck Hayes,1750000,2008
Maurice Evans,1740000,2008
Julian Wright,1739160,2008
David Harrison,1734316,2008
Ronnie Brewer,1715040,2008
Antoine Wright,1680600,2008
Al Thornton,1652280,2008
Cedric Simmons,1629120,2008
Brevin Knight,1600000,2008
Joey Graham,1596600,2008
Adrian Griffin,1593000,2008
Rodney Stuckey,1569600,2008
Rodney Carney,1547760,2008
Danny Granger,1516800,2008
Travis Diener,1500000,2008
Eddie House,1500000,2008
Nick Young,1491240,2008
Shawne Williams,1470360,2008
Gerald Green,1440960,2008
Justin Reed,1436500,2008
Sean Williams,1416600,2008
Hakim Warrick,1376040,2008
Oleksiy Pecherov,1345800,2008
Marco Belinelli,1345800,2008
Quincy Douby,1333920,2008
Javaris Crittenton,1285200,2008
Renaldo Balkman,1280640,2008
Nate Robinson,1268160,2008
Jason Smith,1233840,2008
Rajon Rondo,1229280,2008
Jacque Vaughn,1219950,2008
Darrick Martin,1219590,2008
Eric Piatkowski,1219590,2008
Dikembe Mutombo,1219590,2008
Austin Croshere,1219590,2008
Jeff McInnis,1219590,2008
Derek Anderson,1219590,2008
Darrell Armstrong,1219590,2008
Scot Pollard,1219590,2008
Jarrett Jack,1217400,2008
Jarvis Hayes,1200000,2008
Devin Brown,1200000,2008
Marcus Williams,1193090,2008
Daequan Cook,1184400,2008
Francisco Garcia,1168800,2008
Jared Dudley,1137000,2008
Josh Boone,1133040,2008
Luther Head,1122000,2008
Brian Skinner,1108718,2008
Calvin Booth,1103225,2008
Anthony Carter,1103225,2008
Ronnie Price,1100000,2008
Wilson Chandler,1091640,2008
Kyle Lowry,1087680,2008
Shavlik Randolph,1080000,2008
Bernard Robinson,1080000,2008
Johan Petro,1077120,2008
Shannon Brown,1044120,2008
Jason Maxiell,1041360,2008
DeShawn Stevenson,1033930,2008
Sean Marks,1033930,2008
Ryan Bowen,1033930,2008
Michael Ruffin,1033930,2008
Linas Kleiza,1011360,2008
Jordan Farmar,1009560,2008
Morris Almond,1005960,2008
Ime Udoka,1000000,2008
Malik Allen,998398,2008
David Lee,990600,2008
Maurice Ager,974400,2008
Earl Barron,973328,2008
Aaron Brooks,972720,2008
Mardy Collins,967320,2008
Arron Afflalo,944520,2008
Ian Mahinmi,938760,2008
Alando Tucker,931920,2008
Melvin Ely,895341,2008
Mile Ilic,864000,2008
Justin Williams,862456,2008
Kareem Rush,854957,2008
Jeremy Richardson,850726,2008
Casey Jacobsen,826269,2008
Royal Ivey,826046,2008
Quinton Ross,826046,2008
Ronald Dupree,826046,2008
Sergio Rodriguez,817000,2008
Randolph Morris,810000,2008
Mickael Gelabale,802000,2008
Josh Powell,800000,2008
Roger Mason,798328,2008
Salim Stoudamire,783000,2008
Billy Thomas,775426,2008
Bobby Jones,773388,2008
CJ Miles,770610,2008
Von Wafer,770610,2008
Louis Williams,770610,2008
Ryan Gomes,770610,2008
Ronny Turiaf,770610,2008
Stephen Graham,770610,2008
Monta Ellis,770610,2008
Brandon Bass,770610,2008
Dwayne Jones,770610,2008
Dahntay Jones,753767,2008
Kyrylo Fesenko,750000,2008
Solomon Jones,729000,2008
Awvee Storey,711517,2008
Andre Brown,711517,2008
Paul Millsap,687456,2008
Juaquin Hawkins,687456,2008
James Augustine,687456,2008
Craig Smith,687456,2008
David Noel,687456,2008
Alexander Johnson,687456,2008
Chris Quinn,687456,2008
Marcus Vinicius,687456,2008
Paul Davis,687456,2008
Andre Owens,687456,2008
Steve Novak,687456,2008
Kelenna Azubuike,687456,2008
Yakhouba Diawara,687456,2008
Jose Juan Barea,687456,2008
Daniel Gibson,687456,2008
Ryan Hollins,687456,2008
Leon Powe,687456,2008
Gabe Pruitt,650000,2008
Richie Frahm,623694,2008
Juan Carlos Navarro,538090,2008
Earl Boykins,533572,2008
Arvydas Macijauskas,500000,2008
Clifford Robinson,500000,2008
Dominic McGuire,427163,2008
Jamario Moon,427163,2008
Josh McRoberts,427163,2008
D.J. Strawberry,427163,2008
Herbert Hill,427163,2008
Marcin Gortat,427163,2008
Chris Richard,427163,2008
Ramon Sessions,427163,2008
Joel Anthony,427163,2008
Coby Karl,427163,2008
Adam Haluska,427163,2008
Carl Landry,427163,2008
Cheikh Samb,427163,2008
Taurean Green,427163,2008
Nick Fazekas,427163,2008
JamesOn Curry,427163,2008
Demetris Nichols,427163,2008
Aaron Gray,427163,2008
Jermareo Davidson,427163,2008
Glen Davis,427163,2008
Mario West,427163,2008
Anfernee Hardaway,320142,2008
Ruben Patterson,304897,2008
Linton Johnson,283953,2008
Luke Jackson,279415,2008
Keith Langford,272316,2008
Kaniel Dickens,264897,2008
David Wesley,250000,2008
Mike Wilks,229432,2008
Tarence Kinsey,219533,2008
Bo Outlaw,160071,2008
Darius Washington,154847,2008
Jelani McCoy,151089,2008
Eddie Gill,151089,2008
Brandon Wallace,130819,2008
CJ Watson,125479,2008
Courtney Sims,112130,2008
Darryl Watkins,109461,2008
Thomas Gardner,101451,2008
Orien Greene,77061,2008
Guillermo Diaz,56065,2008
Stephane Lasme,48056,2008
DerMarr Johnson,42203,2008
