Player,Salary,Year
Gordon Hayward,3452183,2014
Marcus Camby,3383773,2014
Paul George,3282003,2014
Shane Battier,3270000,2014
Carlos Delfino,3250000,2014
Matt Barnes,3250000,2014
Alonzo Gee,3250000,2014
Gary Neal,3250000,2014
Klay Thompson,3245151,2014
Darrell Arthur,3231683,2014
Ray Allen,3229050,2014
Mirza Teletovic,3229050,2014
Bismack Biyombo,3217680,2014
Damian Lillard,3202920,2014
Tyler Hansbrough,3183000,2014
Chris Kaman,3183000,2014
Andrei Kirilenko,3183000,2014
Vince Carter,3180000,2014
Nerlens Noel,3172320,2014
Ed Davis,3153860,2014
Jerryd Bayless,3135000,2014
Lavoy Allen,3120000,2014
Patrick Patterson,3105301,2014
Alexey Shved,3066667,2014
Larry Sanders,3053368,2014
Dorell Wright,3000000,2014
Joel Freeland,3000000,2014
Kwame Brown,3000000,2014
Kosta Koufos,3000000,2014
Chris Copeland,3000000,2014
Randy Foye,3000000,2014
Mike Dunleavy,3000000,2014
Brandon Knight,2947800,2014
Harrison Barnes,2923920,2014
Ben McLemore,2895960,2014
Jimmer Fredette,2813399,2014
Will Bynum,2790343,2014
Kevin Seraphin,2761113,2014
Marco Belinelli,2750000,2014
Kemba Walker,2709720,2014
Terrence Ross,2678640,2014
Greg Stiemsma,2676000,2014
Kentavious Caldwell-Pope,2653080,2014
Maurice Williams,2652000,2014
Josh McRoberts,2652000,2014
Eric Bledsoe,2626473,2014
Aaron Gray,2612500,2014
Nick Collison,2585668,2014
Avery Bradley,2511432,2014
Jason Maxiell,2500000,2014
Jason Smith,2500000,2014
Chauncey Billups,2500000,2014
Wayne Ellington,2500000,2014
DeMarre Carroll,2500000,2014
Andre Drummond,2462400,2014
Trey Burke,2438760,2014
Trevor Booker,2350820,2014
Austin Rivers,2339040,2014
Alec Burks,2323200,2014
CJ McCollum,2316720,2014
Quincy Pondexter,2225478,2014
CJ Miles,2225000,2014
Meyers Leonard,2222160,2014
Markieff Morris,2207040,2014
Michael Carter-Williams,2200920,2014
Dante Cunningham,2180000,2014
Jordan Crawford,2162418,2014
Greivis Vasquez,2150188,2014
Jeremy Lamb,2111160,2014
Marcus Morris,2096760,2014
Steven Adams,2090880,2014
Eric Maynor,2016000,2014
CJ Watson,2016000,2014
Nate Robinson,2016000,2014
Jermaine O'Neal,2000000,2014
Vitor Faverani,2000000,2014
Kawhi Leonard,1991760,2014
Kelly Olynyk,1986360,2014
John Henson,1905360,2014
Darren Collison,1900000,2014
Nikola Vucevic,1892280,2014
Shabazz Muhammad,1887120,2014
Moe Harkless,1809840,2014
Iman Shumpert,1797600,2014
Giannis Antetokounmpo,1792560,2014
Royce White,1777148,2014
Jeff Ayres,1750000,2014
Gigi Datome,1750000,2014
Anthony Randolph,1750000,2014
Chris Singleton,1707720,2014
Reggie Evans,1695636,2014
Jeremy Evans,1660000,2014
Tyler Zeller,1633440,2014
Tobias Harris,1630800,2014
Dennis Schroeder,1617840,2014
John Lucas,1600000,2014
Ronny Turiaf,1600000,2014
Toney Douglas,1600000,2014
Pablo Prigioni,1591350,2014
Terrence Jones,1551840,2014
Jodie Meeks,1550000,2014
Shane Larkin,1536960,2014
Vyacheslav Kravtsov,1500000,2014
James Jones,1500000,2014
Chris Duhon,1500000,2014
Gustavo Ayon,1500000,2014
Andrew Nicholson,1482000,2014
Sergey Karasev,1467840,2014
Nando De Colo,1463000,2014
Kenneth Faried,1442880,2014
Donatas Motiejunas,1422720,2014
Evan Fournier,1422720,2014
Tony Snell,1409040,2014
Earl Watson,1399507,2014
Derek Fisher,1399507,2014
Kenyon Martin,1399507,2014
Rashard Lewis,1399507,2014
Willie Green,1399507,2014
Rasual Butler,1399507,2014
Nazr Mohammed,1399507,2014
Jannero Pargo,1399507,2014
Antawn Jamison,1399507,2014
Jared Sullinger,1365720,2014
Gorgui Dieng,1352640,2014
Scotty Hopson,1350000,2014
Reggie Jackson,1329720,2014
Victor Claver,1311240,2014
Fab Melo,1311240,2014
Jared Cunningham,1301208,2014
Mason Plumlee,1298640,2014
MarShon Brooks,1276560,2014
Roger Mason,1272279,2014
Beno Udrih,1272279,2014
Devin Harris,1272279,2014
Ronnie Price,1265977,2014
Francisco Garcia,1265977,2014
Shaun Livingston,1265977,2014
John Jenkins,1258800,2014
Ronnie Brewer,1256250,2014
Solomon Hill,1246680,2014
Jordan Hamilton,1234320,2014
Hasheem Thabeet,1200000,2014
Pero Antic,1200000,2014
Tim Hardaway Jr,1196760,2014
Norris Cole,1191240,2014
Ryan Hollins,1186459,2014
Cory Joseph,1182600,2014
Jimmy Butler,1174080,2014
Tony Wroten,1160040,2014
Reggie Bullock,1149000,2014
Patrick Mills,1133950,2014
Miles Plumlee,1121520,2014
Andre Roberson,1110840,2014
Jordan Farmar,1106942,2014
Nick Young,1106942,2014
Arnett Moultrie,1089240,2014
Perry Jones,1082520,2014
Rudy Gobert,1078800,2014
Marquis Teague,1074720,2014
Festus Ezeli,1066920,2014
Archie Goodwin,1064400,2014
Nemanja Nedovic,1056720,2014
Kyle Singler,1045000,2014
Anthony Morrow,1027424,2014
Greg Oden,1027424,2014
Aaron Brooks,1027424,2014
Cartier Martin,1003248,2014
Richard Hamilton,1000000,2014
Ishmael Smith,985000,2014
Lance Stephenson,981349,2014
Austin Daye,947907,2014
BJ Mullens,947907,2014
AJ Price,947907,2014
Omri Casspi,947907,2014
Alan Anderson,947907,2014
Darius Morris,944923,2014
DeJuan Blair,941000,2014
Chandler Parsons,926500,2014
Garrett Temple,916099,2014
James Anderson,916099,2014
Chris Johnson,916099,2014
Jeff Adrien,916099,2014
Xavier Henry,916099,2014
Wesley Johnson,916099,2014
Jon Leuer,900000,2014
Mike James,889097,2014
Julyan Stone,884293,2014
Isaiah Thomas,884293,2014
PJ Tucker,884293,2014
E'Twaun Moore,884293,2014
Cole Aldrich,884293,2014
Lance Thomas,884293,2014
Donald Sloan,884293,2014
Josh Harrellson,884293,2014
Greg Smith,884293,2014
Shelvin Mack,884293,2014
Draymond Green,875500,2014
Allen Crabbe,825000,2014
Elliot Williams,797545,2014
Robert Sacre,788873,2014
Aron Baynes,788872,2014
Quincy Acy,788872,2014
Will Barton,788872,2014
Henry Sims,788872,2014
Kyle O'Quinn,788872,2014
Doron Lamb,788872,2014
Darius Miller,788872,2014
Brian Roberts,788872,2014
Khris Middleton,788872,2014
Orlando Johnson,788872,2014
Patrick Beverley,788872,2014
Quincy Miller,788872,2014
Bernard James,788872,2014
Jae Crowder,788872,2014
Tornike Shengelia,788872,2014
Jeffery Taylor,788872,2014
Mike Scott,788872,2014
Kent Bazemore,762195,2014
Diante Garrett,719266,2014
Malcolm Thomas,702233,2014
Dwight Buycks,700000,2014
Leandro Barbosa,650359,2014
Alexis Ajinca,635880,2014
DJ Augustin,592279,2014
Isaiah Canaan,570515,2014
Jeremy Tyler,556584,2014
Ricky Ledo,550000,2014
Kendall Marshall,547570,2014
Shawne Williams,535770,2014
Chris Douglas-Roberts,535288,2014
Jamaal Franklin,535000,2014
Ray McCallum,524616,2014
James Johnson,507409,2014
Ryan Gomes,495521,2014
Glen Rice Jr,490180,2014
Ian Clark,490180,2014
Dionte Christmas,490180,2014
Hollis Thompson,490180,2014
Brandon Davies,490180,2014
Toure Murry,490180,2014
Jeff Withey,490180,2014
Robbie Hummel,490180,2014
Nate Wolters,490180,2014
Miroslav Raduljica,490180,2014
Nick Calathes,490180,2014
Ryan Kelly,490180,2014
Robert Covington,490180,2014
Ognjen Kuzmic,490180,2014
Peyton Siva,490180,2014
Tony Mitchell,490180,2014
Gal Mekel,490180,2014
Carrick Felix,490180,2014
Matthew Dellavedova,490180,2014
Phil Pressey,490180,2014
Shannon Brown,481562,2014
Solomon Jones,474583,2014
Erik Murphy,455580,2014
Jason Collins,436316,2014
Luke Babbitt,387995,2014
Daniel Orton,369322,2014
Maalik Wayns,361952,2014
Christapher Johnson,320000,2014
Jarvis Varnado,310908,2014
Shavlik Randolph,306036,2014
Hilton Armstrong,296138,2014
Dewayne Dedmon,256623,2014
Stephen Jackson,238739,2014
Hamed Haddadi,200000,2014
Chris Smith,184538,2014
Mike Muscala,161471,2014
Troy Daniels,158587,2014
James Southerland,155704,2014
Jamaal Tinsley,139951,2014
Chris Wright,139212,2014
Chris Babb,138403,2014
Justin Hamilton,126870,2014
Jorge Gutierrez,121103,2014
Reggie Williams,111518,2014
Damion James,107776,2014
Dexter Pittman,107776,2014
Arinze Onuaku,106776,2014
Othyus Jeffers,104034,2014
Manny Harris,104034,2014
Elias Harris,100000,2014
DeAndre Liggins,88429,2014
Royal Ivey,74839,2014
Melvin Ely,74469,2014
Sasha Vujacic,69791,2014
Casper Ware,69201,2014
Seth Curry,66318,2014
Willie Reed,57668,2014
James Nunnally,57668,2014
Darius Johnson-Odom,46404,2014
Mustafa Shakur,46404,2014
DJ Stephens,28834,2014
Tony Mitchell,28834,2014
Shane Edwards,28834,2014
Vander Blue,28834,2014
