Player,Salary,Year
Jevon Carter,3925000,2021
Jarrett Allen,3909902,2021
Nicolo Melli,3897436,2021
OG Anunoby,3872215,2021
Gabriel Deck,3870370,2021
Tyrese Haliburton,3831840,2021
Tyler Herro,3822240,2021
Patrick Patterson,3814771,2021
Stanley Johnson,3804150,2021
Jake Layman,3761085,2021
Jerome Robinson,3737520,2021
Danuel House,3717000,2021
Kira Lewis,3640200,2021
Romeo Langford,3631200,2021
Moe Harkless,3623000,2021
Bobby Portis,3623000,2021
Wesley Matthews,3623000,2021
Wayne Ellington,3564753,2021
Kyle Kuzma,3562178,2021
Michael Porter,3550800,2021
Tony Bradley,3542060,2021
Derrick White,3516284,2021
Luca Vildoza,3500000,2021
TJ McConnell,3500000,2021
Boban Marjanovic,3500000,2021
Bismack Biyombo,3500000,2021
Josh Hart,3491159,2021
Aaron Nesmith,3458400,2021
Sekou Doumbouya,3449400,2021
Dewayne Dedmon,3447478,2021
Troy Brown,3372840,2021
Jeff Teague,3372826,2021
James Ennis,3300000,2021
Michael Carter-Williams,3300000,2021
Cole Anthony,3285120,2021
Taj Gibson,3283684,2021
Facundo Campazzo,3200000,2021
Jon Leuer,3169348,2021
Chuma Okeke,3121080,2021
Isaiah Stewart,3121080,2021
Nickeil Alexander-Walker,3113160,2021
DeMarcus Cousins,3051832,2021
Donte DiVincenzo,3044160,2021
Khem Birch,3011499,2021
Trey Burke,3000000,2021
Ryan Arcidiacono,3000000,2021
Aleksej Pokusevski,2964840,2021
Goga Bitadze,2957520,2021
Lonnie Walker,2895720,2021
Ben McLemore,2893630,2021
Andrew Nicholson,2844429,2021
Luka Samanic,2824320,2021
Josh Green,2816760,2021
Kevin Huerter,2761920,2021
Marko Guduric,2750000,2021
Alex Caruso,2750000,2021
Matisse Thybulle,2711280,2021
Saddiq Bey,2689920,2021
Josh Okogie,2651040,2021
Vincent Poirier,2619207,2021
Brandon Clarke,2602920,2021
Precious Achiuwa,2582160,2021
Carmelo Anthony,2564753,2021
Dwight Howard,2564753,2021
Udonis Haslem,2564753,2021
Marc Gasol,2564753,2021
Jared Dudley,2564753,2021
Jose Juan Barea,2564753,2021
Jeff Green,2564753,2021
Grayson Allen,2545320,2021
Grant Williams,2498760,2021
Tyrese Maxey,2478840,2021
Chandler Hutchison,2443440,2021
Mfiondu Kabengele,2432353,2021
Darius Bazley,2399160,2021
Moritz Wagner,2383915,2021
Zeke Nnaji,2379840,2021
Aaron Holiday,2345640,2021
Bryn Forbes,2337145,2021
E'Twaun Moore,2331593,2021
Markieff Morris,2331593,2021
Reggie Jackson,2331593,2021
Hassan Whiteside,2320044,2021
Kent Bazemore,2320044,2021
Ty Jerome,2303040,2021
Mike Muscala,2283034,2021
Anfernee Simons,2252040,2021
Brad Wanamaker,2250000,2021
Luke Kornet,2250000,2021
Monta Ellis,2245400,2021
Nassir Little,2210640,2021
RJ Hampton,2193480,2021
Matthew Dellavedova,2174318,2021
Solomon Hill,2174318,2021
Edmond Sumner,2160000,2021
Anderson Varejao,2141713,2021
Dylan Windler,2137440,2021
Immanuel Quickley,2105520,2021
John Konchar,2100000,2021
Landry Shamet,2090040,2021
Jordan Poole,2063280,2021
Bol Bol,2058240,2021
Keldon Johnson,2048040,2021
Payton Pritchard,2035800,2021
Robert Williams,2029920,2021
Langston Galloway,2028594,2021
Bruno Caboclo,2028594,2021
Tyler Johnson,2028594,2021
Gary Clark,2018458,2021
Jacob Evans,2017320,2021
Spencer Hawes,2007058,2021
Dzanan Musa,2002800,2021
Kenrich Williams,2000000,2021
Theo Maledon,2000000,2021
Damyean Dotson,2000000,2021
Omari Spellman,1988280,2021
Quinn Cook,1981649,2021
Cameron Payne,1977011,2021
Mario Hezonja,1977011,2021
Udoka Azubuike,1977000,2021
Jaden McDaniels,1964760,2021
Malachi Flynn,1950600,2021
Desmond Bane,1936440,2021
Jontay Porter,1900000,2021
Raul Neto,1882867,2021
JaKarr Sampson,1882867,2021
Jahlil Okafor,1882867,2021
Larry Sanders,1865546,2021
Marquese Chriss,1824003,2021
David Nwaba,1824003,2021
Timothe Luwawu,1824003,2021
Georges Niang,1783557,2021
Rodions Kurucs,1780152,2021
Furkan Korkmaz,1762796,2021
Alfonzo McKinnie,1762796,2021
Damion Lee,1762796,2021
PJ Dozier,1762796,2021
Abdel Nader,1752950,2021
Semi Ojeleye,1752950,2021
DeAndre Bembry,1737145,2021
Frank Kaminsky,1737145,2021
Willy Hernangomez,1737145,2021
Thon Maker,1737145,2021
Monte Morris,1723707,2021
Kevin Porter,1717981,2021
Shake Milton,1701593,2021
Thanasis Antetokounmpo,1701593,2021
Brandon Goodwin,1701593,2021
Ignas Brazdeikis,1686315,2021
Torrey Craig,1678854,2021
Dwayne Bacon,1678854,2021
Wesley Iwundu,1678854,2021
Sterling Brown,1678854,2021
Isaac Bonga,1663861,2021
Gary Trent Jr,1663861,2021
Sviatoslav Mykhailiuk,1663861,2021
Mitchell Robinson,1663861,2021
Jarred Vanderbilt,1663861,2021
Kendrick Nunn,1663861,2021
Duncan Robinson,1663861,2021
Hamidou Diallo,1663861,2021
Jalen Brunson,1663861,2021
Devonte Graham,1663861,2021
Bruce Brown,1663861,2021
Drew Eubanks,1620564,2021
Harry Giles,1620564,2021
Josh Gray,1620564,2021
Wenyen Gabriel,1620564,2021
Isaiah Hartenstein,1620564,2021
Daniel Gafford,1517981,2021
Juwan Morgan,1517981,2021
Miye Oni,1517981,2021
Matt Thomas,1517981,2021
Chris Silva,1517981,2021
Terence Davis,1517981,2021
Justin James,1517981,2021
Isaiah Roby,1517981,2021
Luguentz Dort,1517981,2021
Admiral Schofield,1517981,2021
Jaylen Nowell,1517981,2021
Naz Reid,1517981,2021
KZ Okpala,1517981,2021
Talen Horton-Tucker,1517981,2021
Terance Mann,1517981,2021
Jalen Lecque,1517981,2021
Chris Clemons,1517981,2021
Mychal Mulder,1517981,2021
Alen Smailagic,1517981,2021
Eric Paschall,1517981,2021
Vlatko Cancar,1517981,2021
Dean Wade,1517981,2021
Javonte Green,1517981,2021
Jalen McDaniels,1517981,2021
Caleb Martin,1517981,2021
Cody Martin,1517981,2021
Nicolas Claxton,1517981,2021
Carsen Edwards,1517981,2021
Bruno Fernando,1517981,2021
Robert Woodard,1500000,2021
Damian Jones,1487284,2021
JR Smith,1456667,2021
Paul Watson,1445697,2021
Zylan Cheatham,1445697,2021
Kelan Martin,1445697,2021
DaQuan Jeffries,1445697,2021
Jae'Sean Tate,1445697,2021
Vernon Carey,1350000,2021
Xavier Tillman,1300000,2021
Tyrell Terry,1289846,2021
Oshae Brissett,1255493,2021
Moses Brown,1250000,2021
Sindarius Thornwell,1235889,2021
Ersan Ilyasova,1194542,2021
Glenn Robinson III,1165322,2021
Zhaire Smith,1068200,2021
Khyri Thomas,1061283,2021
Guerschon Yabusele,1039080,2021
Norvel Pelle,1014905,2021
Jahmi'us Ramsey,1000000,2021
Lamar Stevens,1000000,2021
Nick Richards,1000000,2021
Kyle Singler,999200,2021
Juan Toscano-Anderson,943963,2021
Shaquille Harrison,915048,2021
Chimezie Metu,910895,2021
Anthony Gill,898310,2021
Elijah Hughes,898310,2021
Tre Jones,898310,2021
CJ Elleby,898310,2021
Isaiah Joe,898310,2021
Sam Merrill,898310,2021
Jordan Nwora,898310,2021
Daniel Oturu,898310,2021
KJ Martin,898310,2021
Deividas Sirvydis,898310,2021
Iman Shumpert,803044,2021
Theo Pinson,802182,2021
Yuta Watanabe,737996,2021
Tremont Waters,712278,2021
Frank Jackson,699115,2021
Rayjon Tucker,693755,2021
Tyler Cook,693141,2021
Garrison Mathews,688052,2021
Cole Aldrich,685340,2021
Shaun Livingston,666666,2021
Gabe Vincent,660750,2021
Tacko Fall,653924,2021
Max Strus,647098,2021
Alize Johnson,621587,2021
Anthony Tolliver,614838,2021
Paul Reed,609128,2021
Tim Frazier,597463,2021
Jordan Bell,592368,2021
Amir Coffey,578842,2021
Naji Marshall,538391,2021
Kyle Guy,537888,2021
Markus Howard,535294,2021
Skylar Mays,532218,2021
Mamadi Diakite,529341,2021
Nathan Knight,522989,2021
Jared Harper,520487,2021
Saben Lee,516836,2021
Jarrell Brantley,510586,2021
Jordan McLaughlin,503760,2021
Rondae Hollis-Jefferson,502957,2021
Reggie Perry,489148,2021
Trent Forrest,470690,2021
Cassius Stanley,470690,2021
Dakari Johnson,459414,2021
Cassius Winston,449115,2021
Jalen Harris,449115,2021
Quinndary Weatherspoon,449115,2021
Keita Bates-Diop,449115,2021
Keljin Blevins,449115,2021
Ty-Shon Alexander,449115,2021
Josh Hall,449115,2021
Jaylen Adams,449115,2021
Sean McDermott,449115,2021
Killian Tillie,449115,2021
Kostas Antetokounmpo,449115,2021
Devontae Cacok,449115,2021
Jay Scrubb,449115,2021
Nico Mannion,449115,2021
Nate Hinton,449115,2021
Tyler Bey,449115,2021
Marques Bolden,449115,2021
Adam Mokoka,449115,2021
Devon Dotson,449115,2021
Nate Darling,449115,2021
Grant Riller,449115,2021
Chris Chiozza,449115,2021
Yogi Ferrell,444149,2021
Noah Vonleh,427725,2021
Mason Jones,424544,2021
Brodric Thomas,412202,2021
Andre Roberson,411639,2021
Donta Hall,376276,2021
Brian Bowen,375321,2021
Anzejs Pasecniks,374297,2021
Freddie Gillespie,363015,2021
AJ Hammons,350087,2021
Karim Mane,344557,2021
Will Magnay,341481,2021
Greg Whittington,332252,2021
Raymond Spalding,289156,2021
Chasson Randle,279927,2021
Justin Patton,267623,2021
Gary Payton II,249864,2021
Mike James,237648,2021
Charlie Brown,217844,2021
Anthony Lamb,215330,2021
Justin Robinson,198040,2021
Axel Toupane,196872,2021
Henry Ellenson,168983,2021
Ashton Hagans,166111,2021
Isaiah Thomas,159698,2021
John Henson,158907,2021
Armoni Brooks,135362,2021
Jordan Bone,135350,2021
Jaylen Hoard,129209,2021
Justin Anderson,125000,2021
Didi Louzada,123056,2021
Amida Brimah,123056,2021
Troy Williams,122741,2021
James Nunnally,107674,2021
Demetrius Jackson,92857,2021
Dakota Mathias,86132,2021
Malik Fitts,61528,2021
Jeremiah Martin,58452,2021
Jerian Grant,50000,2021
Louis King,49222,2021
Cameron Oliver,43070,2021
Cam Reynolds,33299,2021
Andrew White,25000,2021
Tyler Hall,25000,2021
Elijah Bryant,24611,2021
Caleb Homesley,20000,2021
