Player,Salary,Year
Stephen Curry,51915615,2024
Kevin Durant,47649433,2024
Joel Embiid,47607350,2024
LeBron James,47607350,2024
Nikola Jokic,47607350,2024
Bradley Beal,46741590,2024
Damian Lillard,45640084,2024
Giannis Antetokounmpo,45640084,2024
Kawhi Leonard,45640084,2024
Paul George,45640084,2024
Jimmy Butler,45183960,2024
Klay Thompson,43219440,2024
Rudy Gobert,41000000,2024
Fred VanVleet,40806300,2024
Anthony Davis,40600080,2024
Luka Doncic,40064220,2024
Zach LaVine,40064220,2024
Trae Young,40064220,2024
Tobias Harris,39270150,2024
Kyrie Irving,38037037,2024
Pascal Siakam,37893408,2024
Ben Simmons,37893408,2024
Jrue Holiday,37620347,2024
Devin Booker,36016200,2024
Karl-Anthony Towns,36016200,2024
Kristaps Porzingis,36016200,2024
CJ McCollum,35802469,2024
James Harden,35680595,2024
Zion Williamson,34005250,2024
Ja Morant,34005250,2024
Darius Garland,34005250,2024
Brandon Ingram,33833400,2024
Jamal Murray,33833400,2024
Shai Gilgeous-Alexander,33386850,2024
Michael Porter,33386850,2024
Gordon Hayward,33319397,2024
Donovan Mitchell,33162030,2024
De'Aaron Fox,32600060,2024
Bam Adebayo,32600060,2024
Jayson Tatum,32600060,2024
Deandre Ayton,32459438,2024
Jaylen Brown,31830357,2024
Chris Paul,30800000,2024
Kyle Lowry,29682540,2024
Khris Middleton,29320988,2024
Domantas Sabonis,29300000,2024
DeMar DeRozan,28600000,2024
Jordan Poole,27955357,2024
Jerami Grant,27586207,2024
Jaren Jackson Jr,27102202,2024
Tyler Herro,27000000,2024
Julius Randle,26943840,2024
Jalen Brunson,26346666,2024
Cameron Johnson,25679348,2024
Kyle Kuzma,25568182,2024
John Collins,25340000,2024
Brook Lopez,25000000,2024
Mike Conley,24360000,2024
Andrew Wiggins,24330357,2024
Anfernee Simons,24107143,2024
RJ Barrett,23883929,2024
Jordan Clarkson,23487629,2024
Terry Rozier,23205221,2024
Dillon Brooks,22627671,2024
Malcolm Brogdon,22500000,2024
Draymond Green,22321429,2024
Bruce Brown,22000000,2024
Mikal Bridges,21700000,2024
Aaron Gordon,21266182,2024
